-67.58,-67.80,-85.53
-67.73,-67.87,-86.29
-67.62,-67.69,-87.30
-67.24,-67.28,-88.08
-66.83,-66.84,-89.24
-66.89,-66.89,-89.66
-67.31,-67.31,-89.43
-67.70,-67.72,-88.53
-67.77,-67.78,-86.53
-67.25,-67.14,-85.09
-66.63,-66.42,-84.85
-66.68,-66.48,-85.45
-67.57,-67.43,-86.11
-68.60,-68.47,-86.33
-69.25,-69.07,-86.11
-69.80,-69.51,-85.62
-70.21,-69.73,-84.25
-70.36,-69.50,-81.96
-70.11,-68.60,-79.29
-69.64,-67.34,-77.13
-69.47,-66.38,-75.15
-69.68,-65.86,-73.59
-69.99,-65.61,-73.04
-70.40,-65.74,-73.08
-71.04,-66.11,-72.77
-71.61,-66.42,-71.87
-71.83,-66.39,-70.91
-71.65,-65.78,-69.93
-71.59,-65.30,-69.06
-72.15,-65.48,-67.76
-72.81,-66.03,-66.93
-73.19,-66.24,-66.66
-73.63,-66.59,-66.42
-74.16,-66.92,-65.81
-74.71,-67.21,-65.41
-75.46,-67.63,-64.74
-75.70,-67.61,-64.99
-76.10,-67.24,-64.98
-76.42,-66.83,-65.54
-76.72,-66.66,-66.39
-76.87,-66.88,-71.44
-77.19,-66.73,-73.16
-77.80,-66.26,-74.40
-77.73,-65.78,-76.14
-78.06,-65.36,-76.54
-77.00,-65.58,-76.90
-75.00,-66.33,-78.77
-73.97,-66.67,-80.18
-73.40,-66.45,-81.07
-72.27,-65.62,-82.25
-72.28,-65.54,-81.71
-71.83,-66.20,-82.03
-71.76,-66.71,-81.98
-72.28,-67.21,-80.62
-72.73,-67.98,-79.34
-73.66,-68.35,-77.06
-74.49,-67.55,-74.04
-75.21,-66.43,-71.20
-75.65,-64.99,-68.67
-76.04,-64.01,-66.43
-76.01,-63.10,-65.28
-76.00,-62.24,-64.13
-75.36,-61.59,-63.58
-74.41,-61.60,-63.40
-73.43,-61.69,-63.63
-72.34,-61.39,-64.94
-71.15,-60.49,-66.86
-69.93,-59.72,-68.51
-68.82,-59.83,-70.20
-68.01,-60.24,-72.06
-67.12,-60.44,-74.24
-66.10,-60.40,-76.43
-65.42,-60.32,-77.69
-65.18,-60.33,-77.99
-65.30,-60.43,-77.77
-65.65,-60.32,-77.09
-65.25,-59.44,-77.37
-64.76,-58.10,-76.91
-64.51,-57.77,-76.37
-65.20,-58.54,-74.86
-66.54,-59.50,-72.55
-66.00,-58.60,-72.59
-65.01,-57.81,-72.80
-64.15,-57.89,-72.90
-62.84,-57.92,-73.78
-61.62,-57.58,-74.88
-57.94,-55.95,-79.20
-57.17,-55.85,-81.22
-56.84,-56.13,-83.54
-57.24,-56.83,-84.61
-57.23,-56.98,-85.62
-56.62,-56.45,-86.79
-56.29,-56.19,-87.87
-56.60,-56.57,-88.15
-57.48,-57.49,-87.48
-58.34,-58.35,-86.40
-58.92,-58.87,-85.39
-59.55,-59.39,-84.35
-60.48,-60.19,-83.61
-61.56,-61.14,-83.13
-62.58,-62.07,-83.33
-63.41,-62.85,-83.97
-63.95,-63.45,-85.37
-64.51,-64.04,-86.28
-64.61,-64.14,-86.83
-63.80,-63.25,-86.90
-62.76,-62.24,-87.24
-62.44,-62.00,-87.46
-63.05,-62.53,-86.53
-63.32,-62.45,-84.37
-62.23,-60.96,-82.98
-61.24,-59.69,-82.39
-60.74,-59.16,-82.28
-60.92,-59.38,-82.01
-61.67,-59.95,-81.70
-61.97,-60.07,-82.07
-62.37,-60.52,-82.78
-63.23,-61.64,-83.35
-64.31,-62.93,-83.56
-65.41,-64.19,-83.79
-65.97,-64.81,-83.86
-66.04,-64.87,-83.91
-65.69,-64.51,-84.14
-65.28,-64.14,-84.54
-65.13,-64.15,-85.17
-65.32,-64.54,-85.93
