-38.04,-63.41,-79.46
-3.03,-53.73,-74.33
18.13,-39.97,-64.01
25.44,-24.33,-55.86
33.02,-8.43,-49.12
40.76,7.61,-42.49
50.38,23.29,-33.44
61.26,37.16,-20.88
70.23,47.48,-4.75
78.65,55.33,16.84
91.11,59.99,44.95
107.09,59.79,71.53
144.45,122.20,121.89
142.72,120.52,132.05
125.89,113.32,126.04
102.99,76.89,89.48
77.39,68.55,10.59
58.99,38.53,-11.51
45.60,17.80,-15.35
41.72,1.00,-10.76
45.71,-9.44,-2.66
47.96,-13.34,-10.59
48.70,-15.89,-13.20
48.75,-17.39,-15.46
48.73,-17.92,-15.77
48.51,-17.63,-16.40
