-67.32,-120.01,-96.97
-70.64,-120.18,-101.09
-68.49,-123.25,-103.09
-59.35,-132.11,-101.73
-40.75,-141.67,-91.85
-23.83,-25.50,-88.58
-5.96,-12.60,-84.15
11.01,-0.17,-78.91
28.32,12.35,-71.28
45.67,23.81,-58.21
59.22,32.69,-39.43
68.63,39.74,-15.21
75.09,45.36,11.23
80.91,49.37,34.12
84.97,53.11,59.95
112.35,58.78,87.41
165.72,117.31,111.79
155.21,114.17,126.44
148.81,112.15,140.67
134.08,109.59,147.71
112.98,102.71,151.73
90.36,90.32,177.88
69.39,70.36,-24.39
53.71,40.56,-27.81
41.74,16.07,-26.94
38.08,-0.86,-21.33
47.04,-12.25,-9.77
54.03,-22.37,-9.89
58.31,-26.80,-14.68
60.02,-29.34,-19.11
61.45,-30.61,-19.67
61.60,-30.42,-19.21
