-100.16,-108.12,-121.21
-94.72,-110.29,-122.10
-86.89,-114.04,-118.94
-77.96,-119.71,-111.98
-66.72,-126.92,-102.57
-47.36,-134.98,-91.62
-30.77,-35.74,-86.67
-23.01,-26.44,-87.60
-22.09,-163.89,-94.96
-26.19,-175.55,-110.77
-32.80,173.67,-123.16
-42.73,165.76,-127.12
-47.08,161.76,-125.78
-45.39,159.11,-124.09
-46.42,157.38,-124.60
-46.28,158.54,-125.12
-48.80,160.44,-125.98
-53.89,163.00,-127.22
-57.38,166.62,-128.85
-64.35,169.36,-130.70
-70.78,172.85,-130.30
-78.02,174.24,-128.50
-85.60,174.83,-128.11
-79.21,177.19,-126.02
-78.77,176.75,-124.81
-82.13,176.03,-124.53
