-159.85,-101.85,-130.44
-160.68,-101.41,-143.62
-168.11,-100.94,-136.40
173.17,-101.29,-112.42
54.16,-73.61,-86.39
7.86,-62.36,-78.79
-16.75,-47.28,-82.06
-16.94,-31.27,-86.50
1.57,-15.63,-87.29
18.81,-3.97,-87.29
43.57,5.81,-87.09
106.09,14.35,-85.77
116.89,23.95,-83.10
95.34,32.82,-80.03
69.78,41.63,-81.85
51.94,49.34,-88.84
57.93,54.24,-87.84
61.71,57.78,-86.43
62.21,61.08,-88.35
62.69,116.54,-91.76
63.03,115.54,-94.40
63.25,115.30,-94.96
62.59,115.98,-94.40
59.68,118.03,-94.62
60.55,117.63,-93.76
