2.39,-4.24,-8.15
28.19,-10.60,5.65
73.89,-63.65,28.83
59.72,-52.47,57.13
22.79,-39.36,68.07
-11.37,-3.02,93.65
-32.06,35.90,98.43
-71.39,90.85,74.54
-87.42,123.34,3.37
-57.87,109.88,-27.34
-45.14,110.76,-83.52
-29.03,76.41,-101.53
-29.00,32.18,-79.55
-23.37,-28.06,-70.84
-8.28,-72.77,-30.20
4.07,-37.15,-29.19
15.73,-42.99,-16.66
23.94,-46.34,-4.42
16.15,-26.56,-1.36
