14.41,-14.66,-6.44
22.30,-52.88,-1.18
-8.23,-90.92,24.68
-30.80,-55.83,85.01
-47.10,50.25,94.18
0.01,141.86,51.89
46.93,140.88,-18.65
62.59,101.24,-74.88
39.07,42.97,-88.50
-2.41,27.10,-70.97
-42.47,-5.05,-39.43
-11.68,-11.75,-26.22
-29.28,-49.57,-15.47
-10.39,-44.73,-4.57
-1.61,-26.09,1.02
-0.55,-18.06,0.58
0.33,-14.02,-0.72
0.94,-11.43,0.15
