-65.19,-125.46,-110.01
-56.07,-132.28,-103.47
-47.10,-139.87,-101.36
-40.64,-145.16,-99.21
-38.14,-146.50,-97.21
-39.09,-145.97,-98.22
-43.62,-142.70,-101.28
-41.62,-145.30,-102.14
-35.92,-149.81,-99.13
-26.91,-157.92,-97.15
-16.54,-167.57,-95.51
-4.59,-177.59,-92.64
2.24,171.76,-96.94
2.21,164.10,-104.52
-3.52,160.61,-113.10
-10.97,158.20,-120.93
-17.43,157.21,-125.75
-22.71,159.47,-127.36
-33.80,167.50,-131.94
-37.07,170.61,-131.77
-40.60,170.38,-133.96
-40.46,167.12,-132.07
-39.48,158.26,-129.44
-39.99,155.76,-128.36
-40.15,154.91,-126.78
-39.99,154.87,-126.54
