1047,-73,989
2221,357,3066
2571,1880,6188
1044,3371,8730
-1949,4570,9020
-5209,3862,5608
-6705,1870,1556
-6033,-240,-1661
-6551,-560,-3662
-5913,-756,-7469
-640,-2887,-9545
3308,-3181,-6555
3641,-2786,-3153
4385,-1628,-1698
6013,-419,68
7414,969,3309
10200,79,1550
12916,-2870,-1059
11627,-5069,-8815
-332,-3984,-16343
-11291,-88,-16684
-18831,1533,-12409
-19789,1348,-2274
-8143,5986,686
2481,9227,6808
2303,7082,6451
628,2337,6972
2208,1274,7286
3093,893,4990
2594,118,2346
1649,-927,1170
1002,461,336
618,2109,-509
289,1045,784
361,-304,1121
778,-1261,1093
1416,-653,849
1062,267,730
387,-525,972
-221,-1355,81
-132,-1236,-211
-1011,333,-370
