1095,151,1319
2153,744,3457
1404,2395,5762
167,3723,7656
-2383,4031,7256
-3615,2531,5901
-5330,820,3759
-7041,-1334,-303
-7479,-1975,-4454
-5580,-2535,-9218
401,-2926,-11162
5345,-2783,-6439
4972,-3062,-729
4530,-938,-940
5793,698,1790
9173,1243,2546
13543,-323,-300
14526,-4329,-8650
7126,-5990,-16358
-8343,-2262,-18039
-14427,1582,-17371
-20803,-2981,-459
-16274,4031,1338
-2052,7659,6105
3686,10028,6780
2122,5533,4678
2492,1606,4753
3375,90,5529
3003,-157,4414
2875,-743,2991
1882,640,1095
1349,796,695
815,-362,777
-1041,150,-634
