-68.11,-113.29,-99.15
-67.30,-114.34,-99.25
-67.28,-114.84,-99.94
-68.08,-114.86,-101.62
-69.58,-114.37,-103.72
-70.83,-113.56,-104.75
-71.18,-113.07,-104.94
-70.68,-113.11,-104.10
-70.26,-113.12,-102.86
-70.04,-112.81,-101.05
-69.50,-112.64,-98.71
-68.98,-112.70,-97.00
-68.27,-112.90,-95.08
-67.84,-113.13,-94.32
-67.90,-113.10,-94.36
-68.63,-112.66,-95.18
-70.03,-112.01,-97.42
-72.63,-111.04,-101.55
-78.62,-110.29,-112.22
-81.20,-109.37,-114.13
-82.59,-109.33,-115.57
-85.99,-109.38,-118.99
-89.51,-109.15,-122.27
-90.13,-108.90,-122.71
-87.89,-109.20,-120.27
-87.40,-109.62,-119.13
-89.81,-110.00,-119.92
-91.82,-110.25,-119.71
-91.24,-110.20,-116.74
-86.02,-110.41,-109.71
-79.79,-111.00,-102.98
-75.49,-111.93,-98.69
-69.38,-112.84,-92.50
-64.50,-65.71,-88.57
-60.67,-63.50,-86.42
-57.87,-60.97,-85.96
-57.60,-60.56,-86.35
-58.61,-61.39,-86.81
-61.01,-62.44,-88.38
-63.16,-117.24,-90.44
-85.01,-111.08,-114.35
-86.29,-110.50,-117.42
-87.65,-109.69,-119.79
-87.98,-109.10,-120.66
-86.65,-108.59,-119.19
-84.38,-108.19,-115.96
-81.75,-108.20,-111.78
-79.13,-108.49,-107.34
-76.90,-108.82,-103.38
-74.72,-109.27,-99.54
-72.51,-110.03,-96.13
165.79,177.44,178.75
-67.32,-67.41,-89.77
-65.41,-66.25,-87.97
-64.49,-65.30,-88.06
-63.60,-65.11,-86.37
-63.09,-65.15,-84.82
-62.24,-64.44,-84.17
-61.68,-63.83,-84.04
-61.85,-64.14,-82.94
-62.11,-64.39,-81.90
-62.05,-63.88,-82.25
-61.85,-62.94,-84.11
-62.52,-63.13,-86.21
-64.67,-64.74,-89.49
-66.83,-113.63,-93.39
-68.93,-112.03,-97.75
-71.49,-110.10,-103.99
-73.42,-109.08,-111.56
-74.81,-108.08,-116.21
-75.94,-106.91,-120.78
-75.78,-106.50,-121.37
-75.54,-106.16,-120.27
-75.98,-105.57,-119.30
-76.44,-104.72,-115.95
-76.50,-104.20,-111.24
-76.84,-103.57,-106.84
-77.56,-102.69,-102.99
-77.90,-102.25,-100.56
-78.07,-102.00,-98.26
-77.95,-102.10,-97.34
-75.38,-104.68,-98.65
-74.59,-105.52,-100.27
-74.22,-106.00,-102.15
-74.06,-106.27,-103.78
-73.55,-106.77,-104.16
-72.72,-107.53,-103.28
-71.84,-108.40,-102.43
-71.20,-109.06,-101.39
-70.70,-109.58,-100.73
-70.28,-110.01,-100.58
-70.02,-110.30,-100.92
-69.80,-110.57,-101.79
-69.75,-110.70,-102.77
-69.64,-110.85,-103.36
-69.44,-111.08,-103.88
-69.41,-111.16,-104.37
-69.46,-111.18,-104.94
-69.43,-111.25,-105.45
-69.37,-111.33,-105.62
-69.33,-111.37,-105.56
-69.28,-111.41,-105.37
-69.26,-111.42,-105.24
-69.29,-111.40,-105.25
-69.26,-111.42,-105.27
-69.22,-111.47,-105.30
-69.19,-111.50,-105.28
-69.13,-111.55,-105.25
-69.11,-111.58,-105.26
-69.13,-111.57,-105.36
-69.13,-111.57,-105.51
-69.14,-111.57,-105.62
-69.10,-111.61,-105.62
-69.04,-111.66,-105.61
-69.02,-111.70,-105.63
-69.00,-111.71,-105.58
-68.98,-111.73,-105.55
-68.98,-111.72,-105.45
-68.97,-111.73,-105.35
-68.98,-111.73,-105.39
-69.03,-111.68,-105.43
